,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,user_name,sample_date,age_range,pronunciation,gender
441,364,147.483516484,0.412480095081,-0.160237260151,128.0,120.0,60.4928226852,14.0,294.0,120.0,180.0,60.0,GaylandGGump,20141207,Unknown,American,Male
442,528,123.244949495,0.907805835995,0.832832399446,90.6666666667,90.0,57.2406074198,12.0,292.0,90.0,160.0,70.0,GaylandGGump,20141207,Unknown,American,Male
443,456,111.283625731,2.38419027266,5.72557492158,90.0,90.0,45.7114377465,12.0,290.0,90.0,116.0,26.0,GaylandGGump,20141207,Unknown,American,Male
444,411,112.660178427,1.67529445014,3.56653386796,90.0,90.0,50.7795937186,26.0,286.0,90.0,138.0,48.0,GaylandGGump,20141207,Unknown,American,Male
445,426,103.608763693,2.48628791806,10.3419387534,90.0,90.0,28.1746043836,12.0,246.0,90.0,122.0,32.0,GaylandGGump,20141207,Unknown,American,Male
446,432,103.510802469,0.114112384288,-0.917468764112,90.0,90.0,38.744605181,10.6666666667,188.0,74.0,138.0,64.0,GaylandGGump,20141207,Unknown,American,Male
447,428,119.37694704,0.914755782346,1.50300374695,114.0,90.0,49.4945392608,10.6666666667,286.0,90.0,142.0,52.0,GaylandGGump,20141207,Unknown,American,Male
448,503,102.828363154,2.09312931571,7.73095765303,90.0,90.0,41.2260564033,10.6666666667,280.0,90.0,116.0,26.0,GaylandGGump,20141207,Unknown,American,Male
449,519,122.264611432,0.855878728842,1.2412960577,120.0,120.0,54.9870791936,12.0,284.0,90.0,130.0,40.0,GaylandGGump,20141207,Unknown,American,Male
450,485,115.000687285,0.79647618483,0.424237247286,120.0,44.0,60.0766768511,24.0,290.0,70.0,144.0,74.0,GaylandGGump,20141207,Unknown,American,Male
451,258,90.9560723514,2.54719006712,12.3738559001,90.0,90.0,39.4249661812,12.0,288.0,90.0,90.0,0.0,GaylandGGump,20141207,Unknown,American,Male
452,407,109.6003276,0.623157102756,-0.491467074032,90.0,46.0,53.069718282,44.0,244.0,68.0,138.0,70.0,GaylandGGump,20141207,Unknown,American,Male
453,455,108.071794872,0.729365476265,0.60460423039,90.0,90.0,47.7678934691,14.0,242.0,84.0,142.0,58.0,GaylandGGump,20141207,Unknown,American,Male
454,341,104.690127077,1.12735501321,0.574763793779,82.0,46.0,62.4640510778,26.0,276.0,46.0,132.0,86.0,GaylandGGump,20141207,Unknown,American,Male
456,763,158.096985583,0.112308048124,-0.735204105723,148.0,66.0,68.1915890843,44.0,298.0,120.0,198.0,78.0,Gerard,20140525,Youth,American,Male
457,198,160.373737374,0.840004790981,0.309112944428,164.0,120.0,45.6074789761,100.0,296.0,120.0,176.0,56.0,Gerry,20111231,Adult,Other,Male
459,402,143.883913765,0.737690204623,1.23502699395,130.0,130.0,61.5668980122,10.6666666667,298.0,116.0,150.0,34.0,Gowrav,20120430,Adult,Indian,Male
462,393,57.4249363868,1.53781343482,4.0351735339,70.0,12.0,47.1522366805,12.0,248.0,16.0,82.0,66.0,GrahamPhillips,20071111,Adult,British,Male
465,575,151.269565217,0.517431478773,-1.33663750145,120.0,120.0,36.7587012448,120.0,234.0,120.0,186.0,66.0,GusSCalabrese,20100331,Adult,American,Male
466,693,151.645021645,0.966870857477,-0.162096519406,120.0,120.0,42.4577657108,120.0,292.0,120.0,190.0,70.0,GusSCalabrese,20100331,Adult,American,Male
467,478,106.884239888,0.499260876422,-0.239649702588,92.0,32.0,56.2718635674,29.3333333333,298.0,80.0,162.0,82.0,Gweilo,20081014,Adult,European,Male
470,495,112.848484848,1.88080632404,8.92873912074,106.0,126.0,29.7109484038,16.0,244.0,98.0,126.0,28.0,Hadlington,20130720,Adult,Other,Male
471,21,64.0,-0.0957796967815,-1.99023785928,108.0,108.0,46.1508912363,14.0,108.0,16.0,108.0,92.0,Haider,20150429,Senior,Other,Male
472,226,167.265486726,0.169217567789,-1.61606317197,144.0,104.0,70.4032025744,84.0,288.0,98.0,226.0,128.0,HansTheil,20111211,Adult,Other,Male
473,281,161.75088968,0.706653238822,-0.973061823683,120.0,120.0,62.0192417128,92.0,290.0,120.0,224.0,104.0,Heber,20130715,Adult,American,Male
474,144,105.597222222,2.16323175152,2.88294527013,90.0,90.0,40.0785662638,76.0,228.0,90.0,90.0,0.0,Henry,20130715,Youth,American,Male
476,633,88.0379146919,-0.221076495317,-0.547619480933,110.0,110.0,43.8632559453,12.0,194.0,40.0,112.0,72.0,Huey,20110823,Adult,American,Male
477,546,136.029304029,6.07112603758,47.541328112,134.0,134.0,17.9706481858,90.0,296.0,132.0,138.0,6.0,Hw,20100511,Adult,European,Male
478,221,152.244343891,0.858460428904,-0.843870675574,108.0,98.0,78.2600030595,16.0,298.0,100.0,230.0,130.0,Hyshinara,20080326,Adult,European,Male
479,175,142.83047619,0.840060241438,-0.497728793335,108.0,106.0,63.5016797035,24.0,284.0,102.0,202.0,100.0,Hyshinara,20080326,Adult,European,Male
480,172,159.294573643,0.600687207573,-1.10457542989,126.0,116.0,76.3801761861,24.0,290.0,107.5,258.0,150.5,Hyshinara,20080326,Adult,European,Male
481,199,135.976549414,1.4058658265,0.587205347313,110.0,108.0,59.2480096002,16.0,276.0,104.0,128.0,24.0,Hyshinara,20080326,Adult,European,Male
482,994,131.143248754,0.0958805763593,1.82913416655,132.0,118.0,58.7201096654,10.6666666667,298.0,118.0,152.0,34.0,Ilya,20130120,Adult,Other,Male
483,546,168.253968254,0.327490200481,-1.65233830255,130.0,90.0,73.3898370502,88.0,296.0,90.0,248.0,158.0,J0hnny,20111219,Adult,American,Male
484,577,139.567879838,1.33796619949,0.259589388243,120.0,90.0,65.3171178582,88.0,294.0,90.0,136.0,46.0,J0hnny,20111219,Adult,American,Male
485,261,66.3524904215,1.19251210911,-0.0546265613797,16.0,14.0,78.4322658264,12.0,256.0,14.0,122.0,108.0,JAdamCraig,20110209,Adult,American,Male
492,564,137.46572104,0.615754136988,-0.529071021169,108.0,108.0,65.9947448708,24.0,298.0,88.0,188.0,100.0,JVUnderground,20100821,Adult,American,Male
493,413,179.238095238,-0.346682558411,-1.64113952766,202.0,90.0,69.9719500388,88.0,266.0,90.0,244.0,154.0,J,20120509,Adult,European,Female
494,260,181.623076923,0.592770965962,-1.49030628921,138.0,130.0,69.2331362843,44.0,294.0,128.0,266.0,138.0,JamesHays,20090703,Adult,American,Male
495,656,112.948170732,-1.84465155915,4.73990013497,116.0,118.0,26.7988850618,14.0,160.0,106.0,130.0,24.0,JanusDaniels,20100720,Adult,American,Male
497,39,143.128205128,1.36181053653,0.0116783203203,134.0,134.0,27.2228971189,124.0,196.0,124.0,134.0,10.0,Jared,20160529,Adult,American,Male
498,828,162.188405797,0.060436653169,0.198722887141,166.0,120.0,48.0816863393,24.0,286.0,120.0,198.0,78.0,Jason98,20140105,Youth,British,Male
499,1292,166.388544892,-0.648268140096,-0.429078721572,190.0,146.0,75.7099550633,12.0,290.0,146.0,216.0,70.0,Jay,20100622,Adult,Other,Female
500,359,165.260909935,0.758295035717,0.63480400583,156.0,158.0,31.3763659384,90.0,290.0,144.0,196.0,52.0,Jay1853,20140409,Adult,American,Male
501,37,286.054054054,-1.37823030968,0.595926896748,288.0,288.0,3.76287660194,278.0,290.0,286.0,288.0,2.0,JayCutlersBrother,20080919,Adult,American,Male
503,19,279.684210526,0.769509805996,-1.37495022699,274.0,274.0,9.76056853165,272.0,294.0,272.0,294.0,22.0,JayCutlersBrother,20080919,Adult,American,Male
504,62,271.451612903,0.0917764504124,-1.86330153593,269.0,254.0,17.0357095721,254.0,296.0,254.0,288.0,34.0,JayCutlersBrother,20080919,Adult,American,Male
505,14,272.857142857,0.165061051447,-1.52188715435,270.0,270.0,10.5752888705,260.0,286.0,262.5,286.0,23.5,JayCutlersBrother,20080919,Adult,American,Male
507,15,283.333333333,-0.800750113539,-1.05026128611,286.0,294.0,12.1472447722,264.0,294.0,275.0,294.0,19.0,JayCutlersBrother,20080919,Adult,American,Male
508,16,255.0,0.649519052838,-1.39583333333,252.0,246.0,10.3923048454,246.0,270.0,246.0,270.0,24.0,JayCutlersBrother,20080919,Adult,American,Male
509,13,248.0,0.0,-3.0,248.0,248.0,0.0,248.0,248.0,248.0,248.0,0.0,JayCutlersBrother,20080919,Adult,American,Male
510,34,285.588235294,-0.498072591671,-1.18699031735,288.0,288.0,11.1120434057,268.0,298.0,273.5,296.0,22.5,JayCutlersBrother,20080919,Adult,American,Male
511,15,273.733333333,-1.78573987336,1.81427536865,274.0,274.0,3.1721006009,266.0,276.0,274.0,276.0,2.0,JayCutlersBrother,20080919,Adult,American,Male
512,50,276.16,-0.418601855983,-1.3925430326,286.0,286.0,17.6129043602,250.0,296.0,266.0,286.0,20.0,JayCutlersBrother,20080919,Adult,American,Male
513,30,272.0,0.55181311668,-1.1936226167,271.0,264.0,7.89936706325,264.0,284.0,264.0,281.0,17.0,JayCutlersBrother,20080919,Adult,American,Male
515,49,266.734693878,0.0863300115231,0.0101111257108,266.0,266.0,3.95265609589,260.0,274.0,266.0,268.0,2.0,JayCutlersBrother,20080919,Adult,American,Male
516,24,263.75,0.552422299821,-1.33653512839,262.0,248.0,16.6063491874,248.0,288.0,248.0,288.0,40.0,JayCutlersBrother,20080919,Adult,American,Male
517,17,279.882352941,-0.899473996066,-1.18473239663,294.0,294.0,23.1767691829,244.0,296.0,244.0,296.0,52.0,JayCutlersBrother,20080919,Adult,American,Male
518,30,266.866666667,0.0128140562678,-1.81401277154,252.0,288.0,20.9868742048,238.0,290.0,250.0,288.0,38.0,JayCutlersBrother,20080919,Adult,American,Male
519,30,276.066666667,-1.02768119598,-0.903052626502,284.0,284.0,13.3614703116,254.0,286.0,261.0,284.0,23.0,JayCutlersBrother,20080919,Adult,American,Male
520,12,284.0,0.0,-2.0,284.0,276.0,8.0,276.0,292.0,276.0,292.0,16.0,JayCutlersBrother,20080919,Adult,American,Male
521,607,158.416254805,-1.54447490884,1.86138077406,168.0,162.0,47.9733463672,20.0,218.0,150.0,192.0,42.0,Jaymin,20140410,Adult,Indian,Male
522,363,189.033976125,-0.598236859366,-0.101971863671,202.0,214.0,56.1697306161,68.0,292.0,172.0,214.0,42.0,JazziiBuu,20130129,Youth,American,Female
523,576,127.380339429,3.90425918784,18.1054757674,120.0,120.0,23.4472952314,108.0,264.0,120.0,120.0,0.0,Jeff,20100224,Adult,American,Male
524,137,228.905109489,-0.592383510512,1.39612008391,224.0,212.0,24.9226198702,150.0,270.0,212.0,240.0,28.0,Jelbert,20101129,Adult,European,Male
525,193,169.067357513,0.511233726288,-1.42288303079,120.0,120.0,57.656483368,108.0,294.0,120.0,238.0,118.0,Jennichan,20130921,Adult,Other,Female
526,24,161.0,0.0,-2.0,161.0,132.0,29.0,132.0,190.0,132.0,190.0,58.0,Jeremy,20100627,Adult,Other,Male
527,197,145.817258883,0.74131204985,-0.635396921162,100.0,94.0,66.1225374282,78.0,298.0,94.0,212.0,118.0,Jeremy,20120107,Adult,Australian,Male
528,535,83.491588785,0.684057963836,-1.08690378585,28.0,22.0,76.3501735078,12.0,244.0,22.0,140.0,118.0,JimWhite,20100807,Adult,American,Male
529,636,92.248427673,0.282211405756,-1.37048105752,110.0,26.0,71.2631106967,10.6666666667,240.0,24.0,152.0,128.0,JimWhite,20100807,Adult,American,Male
530,497,72.7444668008,0.677023714115,-1.13026270915,28.0,24.0,65.7288513292,12.0,216.0,20.0,130.0,110.0,JimWhite,20100807,Adult,American,Male
531,449,116.674090572,0.143934269094,-0.549759323173,124.0,124.0,72.816868967,10.6666666667,286.0,26.0,156.0,130.0,JimWhite,20100807,Adult,American,Male
532,341,123.583573686,3.84295457954,26.4894290789,126.0,132.0,23.1369662081,37.6712328767,286.0,114.0,132.0,18.0,JivanAmara,20080724,Adult,American,Male
533,280,142.930401332,2.20996091804,3.41994967605,128.0,120.0,51.33043976,94.0,296.0,120.0,132.0,12.0,JivanAmara,20080724,Adult,American,Male
534,480,152.713888889,0.0398938222968,-1.31889848572,126.0,126.0,98.0900360764,10.6666666667,296.0,120.0,263.0,143.0,JoanPere,20140126,Senior,Other,Male
537,226,214.195339703,-0.971289045377,1.80749298646,206.0,296.0,63.8107229045,14.1467727675,298.0,176.0,260.0,84.0,Joey,20100411,Youth,European,Male
538,158,178.367088608,-0.477268966541,0.349210613269,174.0,280.0,71.726215961,12.0,284.0,157.0,224.0,67.0,Joey,20100411,Youth,European,Male
539,543,159.109994977,1.41855193338,1.61307797833,146.0,114.0,46.725121634,22.7272727273,290.0,128.0,174.0,46.0,JohanLingen,20080302,Adult,European,Male
540,188,178.437672677,0.658904506161,-0.617921902246,166.0,138.0,58.1204296777,42.8380187416,296.0,138.0,196.0,58.0,JohanLingen,20080302,Adult,European,Male
541,244,146.811791537,0.217221714825,0.842422291819,140.0,132.0,22.5071457752,44.0771349862,200.0,132.0,172.0,40.0,JohanLingen,20080304,Adult,European,Male
542,345,160.469788797,1.92879592195,3.78151319252,150.0,142.0,41.1768180388,44.0771349862,290.0,136.0,168.0,32.0,JohanLingen,20080304,Adult,European,Male
543,218,157.108460488,1.64531524878,2.05661828107,142.0,156.0,45.9211890963,44.0771349862,288.0,130.5,160.0,29.5,JohanLingen,20080304,Adult,European,Male
544,219,155.99086758,1.6710662135,2.87332087718,142.0,134.0,35.5566293285,114.0,272.0,134.0,172.0,38.0,JohanLingen,20080304,Adult,European,Male
545,238,147.100840336,0.706985130193,0.299488834783,142.0,136.0,18.8701422412,114.0,194.0,136.0,162.0,26.0,JohanLingen,20080304,Adult,European,Male
546,317,148.20084122,1.77802316559,2.21661265131,134.0,114.0,44.7806427482,41.6666666667,284.0,120.0,154.0,34.0,JohanLingen,20080306,Adult,European,Male
547,256,154.552997076,1.80218585381,2.87624807794,142.0,158.0,40.3729600307,93.567251462,278.0,128.0,162.0,34.0,JohanLingen,20080306,Adult,European,Male
548,246,149.860029477,1.80748875989,1.93320509742,134.0,126.0,42.945599713,93.567251462,262.0,126.0,156.0,30.0,JohanLingen,20080306,Adult,European,Male
549,169,167.680473373,0.980388523454,-0.268558877418,158.0,266.0,50.2388817552,108.0,268.0,126.0,182.0,56.0,JohanLingen,20080306,Adult,European,Male
550,157,154.127388535,1.63596579891,2.41135477446,148.0,114.0,38.4301378075,114.0,270.0,128.0,166.0,38.0,JohanLingen,20080306,Adult,European,Male
551,109,124.470548624,2.0597832028,2.97284761366,118.0,116.0,19.7975851639,104.0,178.0,114.0,124.0,10.0,John,20090617,Adult,European,Male
552,96,127.666666667,2.16682057128,4.00943522166,122.0,122.0,21.512916017,106.0,198.0,118.0,124.0,6.0,John,20090617,Adult,European,Male
553,145,125.972413793,3.13126698092,9.8886400106,116.0,114.0,32.1041290346,104.0,270.0,112.0,124.0,12.0,John,20090617,Adult,European,Male
554,208,106.240384615,0.805653276721,-0.977498980675,57.0,22.0,97.7675810662,22.0,282.0,24.0,240.0,216.0,JohnGalt,20111007,Adult,American,Male
555,275,107.789090909,1.6370849435,11.799899551,104.0,102.0,31.0120074852,12.0,252.0,98.0,116.0,18.0,JonnyGutteridge,20081120,Adult,British,Male
557,269,95.1301115242,-0.465946455867,3.30376002139,98.0,106.0,29.4695217409,16.0,196.0,86.0,106.0,20.0,Joshua,20110325,Adult,Other,Male
559,21,16.0,-0.707106781187,-1.5,18.0,18.0,2.82842712475,12.0,18.0,12.0,18.0,6.0,Kai,20111021,Adult,British,Female
560,372,109.577060932,0.639982840733,-1.18848716252,84.0,22.0,96.6140153211,12.0,294.0,24.0,212.0,188.0,KalikiCEO,20130402,Adult,American,Male
564,19,108.526315789,-0.137441437998,-1.69344136123,110.0,114.0,4.97751175475,102.0,114.0,104.0,114.0,10.0,Karageorgos,20090722,Adult,Australian,Male
565,288,118.979166667,-0.355452216379,0.85406212331,122.0,124.0,42.4728620464,12.0,218.0,94.0,126.5,32.5,Katzer,20140410,Youth,Other,Male
566,48,27.4027777778,2.85061931815,12.4229204264,28.0,28.0,11.7585584145,12.0,88.0,24.0,28.0,4.0,Ken,20110104,Adult,Other,Male
572,100,98.9,1.04496181279,0.470230638439,104.0,20.0,78.0268543516,12.0,274.0,20.0,114.0,94.0,KenMacRaild,20080702,Adult,Australian,Male
576,357,130.890756303,4.10449052011,31.630875869,128.0,128.0,21.4677622615,26.0,272.0,124.0,132.0,8.0,Kero,20120717,Adult,Other,Male
577,110,73.0060606061,1.12755910822,-0.56336015478,22.0,16.0,87.5402012332,12.0,266.0,16.0,169.5,153.5,KnitGirl,20071113,Adult,American,Female
579,521,197.887396033,-0.168167917284,-1.54679898579,216.0,116.0,61.2849480645,114.0,298.0,118.0,252.0,134.0,Krekos,20150617,Adult,European,Male
580,498,150.493975904,1.38430223653,0.562697757351,120.0,116.0,49.3156521043,112.0,278.0,116.0,162.0,46.0,Krekos,20150617,Adult,European,Male
581,469,182.690831557,0.131344969559,-1.56283916415,164.0,116.0,54.3619742494,116.0,272.0,126.0,246.0,120.0,Krekos,20150617,Adult,European,Male
582,360,137.461111111,-1.70973904506,3.85145593364,136.0,132.0,37.433327974,12.0,190.0,128.0,164.0,36.0,Krellis,20090608,Adult,American,Male
583,373,138.18230563,-1.2090472023,3.93825263912,136.0,168.0,31.4662082342,16.0,190.0,122.0,162.0,40.0,Krellis,20090608,Adult,American,Male
584,244,132.62295082,0.696685558487,-0.68115818607,127.0,106.0,25.0377838636,100.0,182.0,112.0,146.0,34.0,Krellis,20090608,Adult,American,Male
585,228,142.938596491,0.494891364098,-0.698051465952,136.0,156.0,23.2751599718,98.0,196.0,126.0,160.0,34.0,Krellis,20090608,Adult,American,Male
586,267,136.404494382,-0.0360256259166,-1.06453210919,136.0,120.0,19.7030686983,94.0,170.0,120.0,152.0,32.0,Krellis,20090608,Adult,American,Male
587,198,134.484848485,-1.43628117627,2.83826833228,135.0,154.0,39.0721589986,14.0,194.0,118.0,154.0,36.0,Krellis,20090609,Adult,American,Male
588,266,135.518796992,-0.523180078107,3.66698628367,134.0,122.0,32.5503892782,16.0,224.0,118.0,156.0,38.0,Krellis,20090609,Adult,American,Male
589,189,117.767195767,-1.33106947178,0.645820070496,128.0,126.0,48.7180505325,12.0,180.0,118.0,142.0,24.0,Krellis,20090609,Adult,American,Male
590,353,135.465533522,1.05416720531,0.977219635623,118.0,122.0,52.1114773091,14.0,293.333333333,110.0,146.0,36.0,Krishna,20090503,Adult,Indian,Male
591,812,123.310344828,1.43910251298,0.978062426846,98.0,90.0,46.7850190194,78.0,254.0,90.0,132.0,42.0,Krishnendhu,20111010,Youth,British,Male
592,126,219.666666667,0.695429580518,-0.857534020812,208.0,204.0,24.1368453114,190.0,264.0,204.0,230.0,26.0,Kristina,20100117,Adult,European,Female
593,488,157.176229508,0.895110318949,0.585916656926,146.0,132.0,44.6342340004,34.0,284.0,132.0,166.5,34.5,KrzysztofWierzbicki,20120212,Adult,European,Male
595,411,93.5831305758,0.400148716442,-0.742321215998,88.0,28.0,50.917574587,16.0,190.0,78.0,106.0,28.0,Kyton,20081201,Adult,Other,Male
596,274,95.8248175182,0.652868028158,2.25866691243,90.0,94.0,34.0042714814,12.0,190.0,82.0,96.0,14.0,Kyton,20081201,Adult,Other,Male
597,396,121.308080808,-0.0306285545806,-0.912033671425,158.0,28.0,65.2077439217,28.0,284.0,78.0,172.0,94.0,Kyton,20081201,Adult,Other,Male
598,313,114.51544196,-0.132453337627,-1.53030026438,96.0,28.0,59.8441342495,24.0,192.0,78.0,174.0,96.0,Kyton,20081201,Adult,Other,Male
599,303,110.442244224,1.08430361586,-0.606298054661,90.0,86.0,37.3692987097,78.0,186.0,86.0,128.0,42.0,Kyton,20081201,Adult,Other,Male
600,252,110.698412698,0.379119372263,-0.58909489735,90.0,90.0,48.7587631263,12.0,206.0,84.0,166.5,82.5,Kyton,20081201,Adult,Other,Male
601,425,109.891764706,0.0909866386051,-1.50940152705,90.0,28.0,64.8131173494,26.6666666667,206.0,30.0,176.0,146.0,Kyton,20081201,Adult,Other,Male
602,363,104.899908173,0.179959820391,-1.20038992883,88.0,28.0,53.8567130187,24.0,192.0,80.0,168.0,88.0,Kyton,20081201,Adult,Other,Male
603,436,115.865443425,-0.129810887206,-1.4369670561,92.0,28.0,59.155699449,24.0,204.0,82.0,174.0,92.0,Kyton,20081201,Adult,Other,Male
604,250,138.304,3.06482858171,7.76830787395,132.0,132.0,24.4949705858,120.0,226.0,130.0,134.0,4.0,L1ttl3J1m,20090701,Adult,Australian,Male
605,259,162.471042471,1.47672860493,0.62005769224,134.0,134.0,54.0939598973,118.0,298.0,134.0,163.0,29.0,L1ttl3J1m,20090701,Adult,Australian,Male
606,173,150.208092486,1.9885621251,2.65294788041,134.0,132.0,39.6342023045,120.0,278.0,132.0,136.0,4.0,L1ttl3J1m,20090701,Adult,Australian,Male
607,352,134.439867424,0.795004404528,14.8417835827,132.0,126.0,24.4486119415,18.0,248.0,126.0,142.0,16.0,LAVEENAZ,20100515,Adult,American,Male
608,936,84.6456729871,0.236747362732,-0.783176199909,124.0,18.0,64.3657374814,11.9047619048,278.0,18.0,134.0,116.0,LAVEENAZ,20100515,Adult,American,Male
609,314,201.178343949,-0.269799310264,-1.60213998887,236.0,242.0,58.7587102295,116.0,296.0,140.0,244.0,104.0,LAVEENAZ,20100516,Adult,American,Male
610,188,203.048081934,0.0120360896862,-1.54985391379,198.0,266.0,67.1793371844,17.0394036209,298.0,140.0,266.0,126.0,LAVEENAZ,20100516,Adult,American,Male
611,212,169.547169811,1.2401221432,-0.0033578254204,142.0,136.0,51.8785104883,122.0,296.0,136.0,164.0,28.0,LAVEENAZ,20100516,Adult,American,Male
612,220,210.236363636,-0.163265769814,-1.68108791747,236.0,138.0,68.1427548704,116.0,298.0,138.0,274.0,136.0,LAVEENAZ,20100516,Adult,American,Male
613,234,202.068376068,-0.00899185143035,-1.64670613093,232.0,158.0,60.0939046493,126.0,298.0,136.0,248.0,112.0,LAVEENAZ,20100516,Adult,American,Male
614,152,88.6167966212,0.174216884742,-0.0752784035882,114.0,16.0,58.168754874,12.0,256.0,16.0,122.0,106.0,LMA,20091008,Adult,Other,Male
615,361,144.105263158,0.35757240081,-0.126341024335,124.0,116.0,69.3127322189,14.0,292.0,116.0,166.0,50.0,LRMAAX,20120508,Adult,American,Male
617,797,112.991217064,1.96190978928,18.2953782931,112.0,112.0,16.130706736,16.0,208.0,106.0,116.0,10.0,Leonardo,20120723,Adult,Other,Male
619,287,216.034843206,-0.32776014604,-0.952451255749,222.0,258.0,48.9449542042,134.0,298.0,181.0,258.0,77.0,Logomancer,20100820,Adult,American,Male
620,248,194.456989247,0.353507316632,-1.17582693871,196.0,258.0,49.8225069648,134.0,298.0,142.0,236.0,94.0,Logomancer,20100820,Adult,American,Male
621,398,194.489112228,0.0982721766133,-1.71373839696,192.0,258.0,51.2531271952,120.0,296.0,140.0,258.0,118.0,Logomancer,20100820,Adult,American,Male
622,117,204.564102564,-0.0361687217222,-1.94241827033,166.0,120.0,79.1319772436,120.0,290.0,120.0,284.0,164.0,Lomoco,20081006,Youth,American,Male
623,484,240.47107438,-0.0712009015242,-1.71601866615,252.0,200.0,35.4385918373,194.0,296.0,200.0,272.0,72.0,Luca,20091217,Adult,European,Male
624,405,96.1333333333,-1.21825609769,0.30822562708,104.0,120.0,38.8957708196,14.0,150.0,96.0,120.0,24.0,Lucas,20130610,Adult,Other,Male
625,425,143.703529412,2.31292870933,4.13230891966,128.0,122.0,41.2028167143,110.0,276.0,122.0,144.0,22.0,Luis,20130226,Adult,European,Male
626,516,146.357881137,0.479796514899,1.21169865349,132.0,180.0,52.0758432889,12.0,290.0,120.0,180.0,60.0,LuisManuelPradoMoreno,20130104,Adult,American,Male
627,822,157.575831306,-0.0516993987537,1.98265848666,172.0,180.0,51.0293409848,18.0,296.0,130.0,180.0,50.0,LuisManuelPradoMoreno,20130104,Adult,American,Male
628,282,96.9503546099,2.85334127884,13.4104262952,92.0,92.0,20.3523314019,44.0,204.0,90.0,98.0,8.0,LukasFT,20121020,Youth,Other,Male
629,86,203.465116279,-0.359617846243,-1.45415110456,231.0,104.0,85.1922173641,16.0,296.0,104.0,290.0,186.0,LukeSkywalker,20090509,Adult,British,Male
630,347,173.30707458,-0.723452900656,-1.00522407774,210.0,16.0,93.5760839078,12.0,286.0,118.0,246.0,128.0,LunaTick,20080319,Adult,Other,Male
631,343,178.320145258,-0.726768775885,-0.771714165245,220.0,20.0,90.615774903,10.7647454586,294.0,132.0,236.0,104.0,LunaTick,20080319,Adult,Other,Male
632,347,166.099122281,-0.66305691464,-1.13422794311,206.0,18.0,93.4001244224,12.0,292.0,108.0,244.0,136.0,LunaTick,20080319,Adult,Other,Male
633,266,195.911570111,-1.17652111147,-0.100163705485,236.0,268.0,86.6680627427,12.0,288.0,148.0,250.0,102.0,LunaTick,20080321,Adult,Other,Male
634,3194,135.667025047,-0.055259724106,-1.62485561147,138.0,18.0,98.1162325576,12.0,298.0,22.0,222.0,200.0,LunaTick,20080326,Unknown,Other,Male
635,1720,123.109874182,0.188835292646,-1.32884085392,126.0,20.0,91.5777237902,12.0,298.0,20.0,208.0,188.0,LunaTick,20080326,Unknown,Other,Male
644,460,174.85631885,-0.746760705654,-0.143255882195,200.0,220.0,73.8514215494,13.8888888889,296.0,130.0,226.0,96.0,LunaTick,20080908,Adult,Other,Male
645,272,180.093137255,-0.16688707935,-1.27161946661,142.0,254.0,85.7274398301,16.0,294.0,128.0,268.0,140.0,MARTIN0AMY,20111106,Adult,American,Male
646,138,108.898550725,3.19868980345,9.00060116282,98.0,98.0,37.7912438779,84.0,248.0,92.0,106.0,14.0,MC,20090127,Youth,British,Male
647,358,80.6014897579,0.881702433953,-0.103572474205,26.0,12.0,76.3206797365,12.0,296.0,16.0,133.5,117.5,MJ,20090720,Adult,Indian,Male
648,656,115.328252033,1.82885647635,4.5708928846,116.0,70.0,39.6727036628,69.3333333333,288.0,100.0,126.0,26.0,MJ,20130703,Adult,American,Male
649,402,130.393034826,1.78054518515,2.19089161308,114.0,100.0,56.2486904325,38.0,290.0,100.0,122.0,22.0,MP,20120704,Adult,European,Male
650,246,94.9132791328,0.409173688416,-1.20939380284,84.0,84.0,70.2918337527,12.0,228.0,26.0,166.0,140.0,MS,20121113,Adult,American,Male
651,328,151.140243902,0.0580270793703,1.14625109638,144.0,128.0,59.0411583595,16.0,292.0,128.0,172.0,44.0,MSypkensSmit,20080802,Adult,European,Male
652,218,148.385321101,-0.0805595492157,0.868794873098,144.0,152.0,62.8593753464,12.0,280.0,124.0,164.0,40.0,MSypkensSmit,20080803,Adult,European,Male
653,173,164.809248555,1.18317395986,0.759621344553,148.0,146.0,44.2017644877,110.0,290.0,140.0,186.0,46.0,MSypkensSmit,20080803,Adult,European,Male
654,180,160.737037037,-0.229919158974,0.558483179306,156.0,16.0,62.9958845304,10.6666666667,294.0,140.0,192.0,52.0,MSypkensSmit,20080803,Adult,European,Male
655,157,173.044585987,-1.08138732347,1.66621636281,176.0,154.0,56.1075336914,16.0,270.0,152.0,214.0,62.0,MSypkensSmit,20080803,Adult,European,Male
656,565,101.680235988,-1.87705768255,4.90907274701,106.0,90.0,22.2972325832,16.0,144.0,90.0,116.0,26.0,Madfrenchie,20101015,Adult,American,Male
657,484,124.070247934,0.140653461668,-1.71806786382,84.0,14.0,91.3079413439,12.0,266.0,38.0,214.0,176.0,MahaIbrahim,20110924,Youth,American,Female
658,75,232.568888889,-1.1337699605,-0.43965035246,282.0,104.0,86.4695668722,21.3333333333,293.333333333,104.0,290.0,186.0,Marc,20090509,Adult,Indian,Male
659,265,166.083018868,-1.12871175664,-0.299440177847,192.0,218.0,77.2444825797,12.0,252.0,170.0,218.0,48.0,Marcel,20150419,Adult,Other,Male
